group,id,course,trimester,grade
3,511,Dragon Lore and Taming,2,6.5
3,511,Dragon Lore and Taming,2,9.5
3,511,Dragon Lore and Taming,2,7.5
3,511,Dragon Lore and Taming,2,10
3,511,Dragon Lore and Taming,2,7.5
3,511,Dragon Lore and Taming,2,8.5
3,511,Elemental Mastery and Control,1,13
3,511,Elemental Mastery and Control,1,12
3,511,Elemental Mastery and Control,1,13
3,511,Elemental Mastery and Control,1,12
3,511,History of the Arcane,3,10.5
3,511,History of the Arcane,3,9
3,511,History of the Arcane,3,9.5
3,511,History of the Arcane,3,8
3,511,History of the Arcane,3,7.5
3,511,History of the Arcane,3,8.5
3,511,Illusion and Enchantment,1,17.5
3,511,Illusion and Enchantment,1,20
3,511,Illusion and Enchantment,1,18.5
3,511,Necromancy and Spirit Summoning,1,11
3,511,Necromancy and Spirit Summoning,1,11.5
3,511,Necromancy and Spirit Summoning,1,10
3,511,Necromancy and Spirit Summoning,1,10
3,511,Necromancy and Spirit Summoning,1,11
3,511,Necromancy and Spirit Summoning,1,12
3,511,Necromancy and Spirit Summoning,1,8.5
3,511,Necromancy and Spirit Summoning,1,6.5
3,511,Necromancy and Spirit Summoning,1,8.5
3,511,Necromancy and Spirit Summoning,1,9
3,511,Potion Brewing and Herbology,2,13.5
3,511,Potion Brewing and Herbology,2,12
3,511,Potion Brewing and Herbology,2,16
3,511,Potion Brewing and Herbology,2,12.5
3,511,Runecrafting and Glyphwork,1,8.25
3,511,Runecrafting and Glyphwork,1,9
3,511,Runecrafting and Glyphwork,1,9.5
3,511,Swordsmanship and Martial Arts,1,11.5
3,511,Swordsmanship and Martial Arts,1,13
3,511,Swordsmanship and Martial Arts,1,15.5
3,511,Swordsmanship and Martial Arts,1,15.5
3,511,Swordsmanship and Martial Arts,1,16
3,511,Swordsmanship and Martial Arts,1,13.5
3,511,Swordsmanship and Martial Arts,1,9.5
3,511,Swordsmanship and Martial Arts,1,16
3,511,Swordsmanship and Martial Arts,1,15.5
3,524,Ancient Magic and Mysticism,1,7
3,524,Ancient Magic and Mysticism,1,7.5
3,524,Ancient Magic and Mysticism,1,8
3,524,Ancient Magic and Mysticism,1,11
3,524,Ancient Magic and Mysticism,1,12
3,524,Ancient Magic and Mysticism,1,8
3,524,Ancient Magic and Mysticism,1,9.5
3,524,Ancient Magic and Mysticism,1,6
3,524,Ancient Magic and Mysticism,1,6
3,524,Celestial Navigation and Astronomy,2,8
3,524,Celestial Navigation and Astronomy,2,5
3,524,Celestial Navigation and Astronomy,2,9
3,524,Celestial Navigation and Astronomy,2,14
3,524,Celestial Navigation and Astronomy,2,8
3,524,Celestial Navigation and Astronomy,2,9
3,524,Celestial Navigation and Astronomy,2,5
3,524,Celestial Navigation and Astronomy,2,16
3,524,Dragon Lore and Taming,2,8
3,524,Dragon Lore and Taming,2,8.5
3,524,Dragon Lore and Taming,2,5.5
3,524,Dragon Lore and Taming,2,6.5
3,524,Dragon Lore and Taming,2,4
3,524,Dragon Lore and Taming,2,6.5
3,524,Elemental Mastery and Control,1,12
3,524,Elemental Mastery and Control,1,14
3,524,Elemental Mastery and Control,1,10
3,524,Elemental Mastery and Control,1,12
3,524,History of the Arcane,3,6.5
3,524,History of the Arcane,3,7
3,524,History of the Arcane,3,12
3,524,History of the Arcane,3,12.5
3,524,History of the Arcane,3,9
3,524,History of the Arcane,3,8
3,524,Illusion and Enchantment,1,20
3,524,Illusion and Enchantment,1,13
3,524,Illusion and Enchantment,1,10.5
3,524,Necromancy and Spirit Summoning,1,9
3,524,Necromancy and Spirit Summoning,1,4
3,524,Necromancy and Spirit Summoning,1,7.5
3,524,Necromancy and Spirit Summoning,1,10.5
3,524,Necromancy and Spirit Summoning,1,8.5
3,524,Necromancy and Spirit Summoning,1,6
3,524,Necromancy and Spirit Summoning,1,7.5
3,524,Necromancy and Spirit Summoning,1,7.5
3,524,Necromancy and Spirit Summoning,1,11.5
3,524,Necromancy and Spirit Summoning,1,10.5
3,524,Potion Brewing and Herbology,2,14
3,524,Potion Brewing and Herbology,2,14
3,524,Potion Brewing and Herbology,2,13.5
3,524,Potion Brewing and Herbology,2,13
3,524,Runecrafting and Glyphwork,1,5.25
3,524,Runecrafting and Glyphwork,1,5.25
3,524,Runecrafting and Glyphwork,1,5
3,524,Swordsmanship and Martial Arts,1,16
3,524,Swordsmanship and Martial Arts,1,13
3,524,Swordsmanship and Martial Arts,1,14
3,524,Swordsmanship and Martial Arts,1,14.5
3,524,Swordsmanship and Martial Arts,1,14
3,524,Swordsmanship and Martial Arts,1,10
3,524,Swordsmanship and Martial Arts,1,18.5
3,524,Swordsmanship and Martial Arts,1,11
3,524,Swordsmanship and Martial Arts,1,11.5
3,528,Ancient Magic and Mysticism,1,6
3,528,Ancient Magic and Mysticism,1,10
3,528,Ancient Magic and Mysticism,1,6
3,528,Ancient Magic and Mysticism,1,8.5
3,528,Ancient Magic and Mysticism,1,7.5
3,528,Ancient Magic and Mysticism,1,4.5
3,528,Ancient Magic and Mysticism,1,8
3,528,Ancient Magic and Mysticism,1,5.5
3,528,Ancient Magic and Mysticism,1,9
3,528,Celestial Navigation and Astronomy,2,11
3,528,Celestial Navigation and Astronomy,2,12
3,528,Celestial Navigation and Astronomy,2,7
3,528,Celestial Navigation and Astronomy,2,3
3,528,Celestial Navigation and Astronomy,2,10
3,528,Celestial Navigation and Astronomy,2,9
3,528,Celestial Navigation and Astronomy,2,4
3,528,Celestial Navigation and Astronomy,2,12
3,528,Celestial Navigation and Astronomy,2,8
3,528,Dragon Lore and Taming,2,7.5
3,528,Dragon Lore and Taming,2,6.5
3,528,Dragon Lore and Taming,2,6.5
3,528,Dragon Lore and Taming,2,6
3,528,Dragon Lore and Taming,2,5
3,528,Dragon Lore and Taming,2,12.5
3,528,Elemental Mastery and Control,1,11
3,528,Elemental Mastery and Control,1,12
3,528,Elemental Mastery and Control,1,10
3,528,History of the Arcane,3,7
3,528,History of the Arcane,3,8.5
3,528,History of the Arcane,3,8.5
3,528,History of the Arcane,3,12
3,528,History of the Arcane,3,4
3,528,Illusion and Enchantment,1,11.5
3,528,Illusion and Enchantment,1,10.5
3,528,Illusion and Enchantment,1,12.5
3,528,Necromancy and Spirit Summoning,1,9
3,528,Necromancy and Spirit Summoning,1,5
3,528,Necromancy and Spirit Summoning,1,6
3,528,Necromancy and Spirit Summoning,1,8
3,528,Necromancy and Spirit Summoning,1,11
3,528,Necromancy and Spirit Summoning,1,12
3,528,Necromancy and Spirit Summoning,1,9.5
3,528,Necromancy and Spirit Summoning,1,8
3,528,Necromancy and Spirit Summoning,1,9
3,528,Necromancy and Spirit Summoning,1,6.5
3,528,Potion Brewing and Herbology,2,16
3,528,Potion Brewing and Herbology,2,14
3,528,Potion Brewing and Herbology,2,12.5
3,528,Potion Brewing and Herbology,2,15.5
3,528,Runecrafting and Glyphwork,1,11.5
3,528,Runecrafting and Glyphwork,1,9.5
3,528,Runecrafting and Glyphwork,1,7
3,528,Swordsmanship and Martial Arts,1,12
3,528,Swordsmanship and Martial Arts,1,13
3,528,Swordsmanship and Martial Arts,1,12.5
3,528,Swordsmanship and Martial Arts,1,9.5
3,528,Swordsmanship and Martial Arts,1,14.5
3,528,Swordsmanship and Martial Arts,1,13.5
3,528,Swordsmanship and Martial Arts,1,12
3,528,Swordsmanship and Martial Arts,1,11.5
3,528,Swordsmanship and Martial Arts,1,10
3,542,Ancient Magic and Mysticism,1,7
3,542,Ancient Magic and Mysticism,1,9.5
3,542,Ancient Magic and Mysticism,1,9
3,542,Ancient Magic and Mysticism,1,9.5
3,542,Ancient Magic and Mysticism,1,7.5
3,542,Ancient Magic and Mysticism,1,8.5
3,542,Ancient Magic and Mysticism,1,10.5
3,542,Ancient Magic and Mysticism,1,7
3,542,Ancient Magic and Mysticism,1,11
3,542,Celestial Navigation and Astronomy,2,4
3,542,Celestial Navigation and Astronomy,2,6
3,542,Celestial Navigation and Astronomy,2,9
3,542,Celestial Navigation and Astronomy,2,13
3,542,Celestial Navigation and Astronomy,2,10
3,542,Celestial Navigation and Astronomy,2,11
3,542,Celestial Navigation and Astronomy,2,8
3,542,Celestial Navigation and Astronomy,2,9
3,542,Celestial Navigation and Astronomy,2,11
3,542,Dragon Lore and Taming,2,7.5
3,542,Dragon Lore and Taming,2,7
3,542,Dragon Lore and Taming,2,5
3,542,Dragon Lore and Taming,2,6.5
3,542,Dragon Lore and Taming,2,8.5
3,542,Elemental Mastery and Control,1,13
3,542,Elemental Mastery and Control,1,12
3,542,Elemental Mastery and Control,1,11
3,542,Elemental Mastery and Control,1,12
3,542,History of the Arcane,3,10
3,542,History of the Arcane,3,9
3,542,History of the Arcane,3,13.5
3,542,History of the Arcane,3,7.5
3,542,History of the Arcane,3,4.5
3,542,Illusion and Enchantment,1,16
3,542,Illusion and Enchantment,1,13.5
3,542,Illusion and Enchantment,1,18
3,542,Necromancy and Spirit Summoning,1,8.5
3,542,Necromancy and Spirit Summoning,1,10.5
3,542,Necromancy and Spirit Summoning,1,7
3,542,Necromancy and Spirit Summoning,1,6.5
3,542,Necromancy and Spirit Summoning,1,9
3,542,Necromancy and Spirit Summoning,1,9
3,542,Necromancy and Spirit Summoning,1,14
3,542,Necromancy and Spirit Summoning,1,11.5
3,542,Necromancy and Spirit Summoning,1,6
3,542,Necromancy and Spirit Summoning,1,8.5
3,542,Potion Brewing and Herbology,2,14
3,542,Potion Brewing and Herbology,2,14
3,542,Potion Brewing and Herbology,2,13.5
3,542,Potion Brewing and Herbology,2,14
3,542,Runecrafting and Glyphwork,1,8.25
3,542,Runecrafting and Glyphwork,1,9
3,542,Runecrafting and Glyphwork,1,6
3,542,Swordsmanship and Martial Arts,1,15
3,542,Swordsmanship and Martial Arts,1,11
3,542,Swordsmanship and Martial Arts,1,10.5
3,542,Swordsmanship and Martial Arts,1,11
3,542,Swordsmanship and Martial Arts,1,12
3,542,Swordsmanship and Martial Arts,1,9
3,542,Swordsmanship and Martial Arts,1,13
3,542,Swordsmanship and Martial Arts,1,12.5
3,544,Ancient Magic and Mysticism,1,9.5
3,544,Ancient Magic and Mysticism,1,10
3,544,Ancient Magic and Mysticism,1,8.5
3,544,Ancient Magic and Mysticism,1,7.5
3,544,Ancient Magic and Mysticism,1,8.5
3,544,Ancient Magic and Mysticism,1,7.5
3,544,Ancient Magic and Mysticism,1,7
3,544,Ancient Magic and Mysticism,1,8.5
3,544,Ancient Magic and Mysticism,1,8.5
3,544,Celestial Navigation and Astronomy,2,9
3,544,Celestial Navigation and Astronomy,2,11
3,544,Celestial Navigation and Astronomy,2,10
3,544,Celestial Navigation and Astronomy,2,10
3,544,Celestial Navigation and Astronomy,2,11
3,544,Celestial Navigation and Astronomy,2,8
3,544,Celestial Navigation and Astronomy,2,9
3,544,Celestial Navigation and Astronomy,2,10
3,544,Celestial Navigation and Astronomy,2,9
3,544,Dragon Lore and Taming,2,6
3,544,Dragon Lore and Taming,2,4
3,544,Dragon Lore and Taming,2,9.5
3,544,Dragon Lore and Taming,2,6.5
3,544,Dragon Lore and Taming,2,9
3,544,Elemental Mastery and Control,1,13
3,544,Elemental Mastery and Control,1,11
3,544,Elemental Mastery and Control,1,13
3,544,Elemental Mastery and Control,1,12
3,544,History of the Arcane,3,11
3,544,History of the Arcane,3,10.5
3,544,History of the Arcane,3,11
3,544,History of the Arcane,3,12.5
3,544,History of the Arcane,3,11
3,544,History of the Arcane,3,11.5
3,544,Illusion and Enchantment,1,20
3,544,Illusion and Enchantment,1,11
3,544,Illusion and Enchantment,1,16.5
3,544,Necromancy and Spirit Summoning,1,11.5
3,544,Necromancy and Spirit Summoning,1,11
3,544,Necromancy and Spirit Summoning,1,10.5
3,544,Necromancy and Spirit Summoning,1,12.5
3,544,Necromancy and Spirit Summoning,1,13
3,544,Necromancy and Spirit Summoning,1,8
3,544,Necromancy and Spirit Summoning,1,10.5
3,544,Necromancy and Spirit Summoning,1,11
3,544,Necromancy and Spirit Summoning,1,11.5
3,544,Necromancy and Spirit Summoning,1,12
3,544,Potion Brewing and Herbology,2,16
3,544,Potion Brewing and Herbology,2,14
3,544,Potion Brewing and Herbology,2,12.5
3,544,Potion Brewing and Herbology,2,15
3,544,Runecrafting and Glyphwork,1,10.25
3,544,Runecrafting and Glyphwork,1,8.75
3,544,Runecrafting and Glyphwork,1,7.5
3,544,Swordsmanship and Martial Arts,1,9.5
3,544,Swordsmanship and Martial Arts,1,15.5
3,544,Swordsmanship and Martial Arts,1,15
3,544,Swordsmanship and Martial Arts,1,13
3,544,Swordsmanship and Martial Arts,1,14.5
3,544,Swordsmanship and Martial Arts,1,11.5
3,544,Swordsmanship and Martial Arts,1,15
3,544,Swordsmanship and Martial Arts,1,12.5
3,544,Swordsmanship and Martial Arts,1,17
3,546,Ancient Magic and Mysticism,1,11
3,546,Ancient Magic and Mysticism,1,9.5
3,546,Ancient Magic and Mysticism,1,10.5
3,546,Ancient Magic and Mysticism,1,9
3,546,Ancient Magic and Mysticism,1,9.5
3,546,Ancient Magic and Mysticism,1,8
3,546,Ancient Magic and Mysticism,1,10.5
3,546,Ancient Magic and Mysticism,1,7
3,546,Ancient Magic and Mysticism,1,6.5
3,546,Celestial Navigation and Astronomy,2,6
3,546,Celestial Navigation and Astronomy,2,7
3,546,Celestial Navigation and Astronomy,2,4
3,546,Celestial Navigation and Astronomy,2,8
3,546,Celestial Navigation and Astronomy,2,7
3,546,Celestial Navigation and Astronomy,2,12
3,546,Celestial Navigation and Astronomy,2,11
3,546,Celestial Navigation and Astronomy,2,6
3,546,Celestial Navigation and Astronomy,2,12
3,546,Dragon Lore and Taming,2,12
3,546,Dragon Lore and Taming,2,7
3,546,Dragon Lore and Taming,2,1
3,546,Dragon Lore and Taming,2,6
3,546,Dragon Lore and Taming,2,4.5
3,546,Dragon Lore and Taming,2,2
3,546,Elemental Mastery and Control,1,13
3,546,Elemental Mastery and Control,1,12
3,546,Elemental Mastery and Control,1,10
3,546,Elemental Mastery and Control,1,12
3,546,History of the Arcane,3,8.5
3,546,History of the Arcane,3,11
3,546,History of the Arcane,3,8
3,546,History of the Arcane,3,8.5
3,546,History of the Arcane,3,6
3,546,History of the Arcane,3,5.5
3,546,Illusion and Enchantment,1,14.5
3,546,Illusion and Enchantment,1,12
3,546,Illusion and Enchantment,1,16.5
3,546,Necromancy and Spirit Summoning,1,4.5
3,546,Necromancy and Spirit Summoning,1,9
3,546,Necromancy and Spirit Summoning,1,10.5
3,546,Necromancy and Spirit Summoning,1,6.5
3,546,Necromancy and Spirit Summoning,1,5
3,546,Necromancy and Spirit Summoning,1,7.5
3,546,Necromancy and Spirit Summoning,1,11.5
3,546,Necromancy and Spirit Summoning,1,9.5
3,546,Necromancy and Spirit Summoning,1,9
3,546,Potion Brewing and Herbology,2,12
3,546,Potion Brewing and Herbology,2,13
3,546,Potion Brewing and Herbology,2,14.5
3,546,Potion Brewing and Herbology,2,12.5
3,546,Runecrafting and Glyphwork,1,7.25
3,546,Runecrafting and Glyphwork,1,5.25
3,546,Runecrafting and Glyphwork,1,9.75
3,546,Swordsmanship and Martial Arts,1,15
3,546,Swordsmanship and Martial Arts,1,11
3,546,Swordsmanship and Martial Arts,1,18
3,546,Swordsmanship and Martial Arts,1,13.5
3,546,Swordsmanship and Martial Arts,1,12.5
3,546,Swordsmanship and Martial Arts,1,13
3,546,Swordsmanship and Martial Arts,1,13.5
3,546,Swordsmanship and Martial Arts,1,12
3,546,Swordsmanship and Martial Arts,1,13.5
3,556,Ancient Magic and Mysticism,1,7
3,556,Ancient Magic and Mysticism,1,10
3,556,Ancient Magic and Mysticism,1,6.5
3,556,Ancient Magic and Mysticism,1,9
3,556,Ancient Magic and Mysticism,1,9.5
3,556,Ancient Magic and Mysticism,1,7.5
3,556,Ancient Magic and Mysticism,1,11
3,556,Ancient Magic and Mysticism,1,10
3,556,Ancient Magic and Mysticism,1,8.5
3,556,Celestial Navigation and Astronomy,2,13
3,556,Celestial Navigation and Astronomy,2,7
3,556,Celestial Navigation and Astronomy,2,7
3,556,Celestial Navigation and Astronomy,2,9
3,556,Celestial Navigation and Astronomy,2,6
3,556,Celestial Navigation and Astronomy,2,5
3,556,Celestial Navigation and Astronomy,2,6
3,556,Celestial Navigation and Astronomy,2,15
3,556,Celestial Navigation and Astronomy,2,12
3,556,Dragon Lore and Taming,2,6.5
3,556,Dragon Lore and Taming,2,6
3,556,Dragon Lore and Taming,2,9.5
3,556,Dragon Lore and Taming,2,8.5
3,556,Dragon Lore and Taming,2,8
3,556,Dragon Lore and Taming,2,5.5
3,556,Elemental Mastery and Control,1,14
3,556,Elemental Mastery and Control,1,14
3,556,Elemental Mastery and Control,1,12
3,556,Elemental Mastery and Control,1,11
3,556,History of the Arcane,3,13.5
3,556,History of the Arcane,3,12.5
3,556,History of the Arcane,3,9.5
3,556,History of the Arcane,3,7
3,556,Illusion and Enchantment,1,11
3,556,Illusion and Enchantment,1,14.5
3,556,Necromancy and Spirit Summoning,1,12.5
3,556,Necromancy and Spirit Summoning,1,8.5
3,556,Necromancy and Spirit Summoning,1,10.5
3,556,Necromancy and Spirit Summoning,1,7
3,556,Necromancy and Spirit Summoning,1,13
3,556,Necromancy and Spirit Summoning,1,12.5
3,556,Necromancy and Spirit Summoning,1,7.5
3,556,Necromancy and Spirit Summoning,1,9
3,556,Necromancy and Spirit Summoning,1,10.5
3,556,Potion Brewing and Herbology,2,13.5
3,556,Potion Brewing and Herbology,2,14
3,556,Potion Brewing and Herbology,2,14.5
3,556,Potion Brewing and Herbology,2,15
3,556,Runecrafting and Glyphwork,1,11.75
3,556,Runecrafting and Glyphwork,1,3.25
3,556,Runecrafting and Glyphwork,1,9.5
3,556,Swordsmanship and Martial Arts,1,9.5
3,556,Swordsmanship and Martial Arts,1,16
3,556,Swordsmanship and Martial Arts,1,11
3,556,Swordsmanship and Martial Arts,1,15
3,556,Swordsmanship and Martial Arts,1,13
3,556,Swordsmanship and Martial Arts,1,11.5
3,556,Swordsmanship and Martial Arts,1,11.5
3,556,Swordsmanship and Martial Arts,1,12.5
3,556,Swordsmanship and Martial Arts,1,14.5
3,559,Ancient Magic and Mysticism,1,7.5
3,559,Ancient Magic and Mysticism,1,10
3,559,Ancient Magic and Mysticism,1,6
3,559,Ancient Magic and Mysticism,1,4.5
3,559,Ancient Magic and Mysticism,1,6.5
3,559,Ancient Magic and Mysticism,1,9.5
3,559,Ancient Magic and Mysticism,1,10
3,559,Ancient Magic and Mysticism,1,6
3,559,Ancient Magic and Mysticism,1,6
3,559,Celestial Navigation and Astronomy,2,11
3,559,Celestial Navigation and Astronomy,2,9
3,559,Celestial Navigation and Astronomy,2,14
3,559,Celestial Navigation and Astronomy,2,10
3,559,Celestial Navigation and Astronomy,2,10
3,559,Celestial Navigation and Astronomy,2,18
3,559,Celestial Navigation and Astronomy,2,5
3,559,Celestial Navigation and Astronomy,2,7
3,559,Celestial Navigation and Astronomy,2,7
3,559,Dragon Lore and Taming,2,10
3,559,Dragon Lore and Taming,2,5.5
3,559,Dragon Lore and Taming,2,8
3,559,Dragon Lore and Taming,2,5
3,559,Dragon Lore and Taming,2,9
3,559,Dragon Lore and Taming,2,5
3,559,Elemental Mastery and Control,1,13
3,559,Elemental Mastery and Control,1,12
3,559,Elemental Mastery and Control,1,11
3,559,Elemental Mastery and Control,1,13
3,559,History of the Arcane,3,11
3,559,History of the Arcane,3,6.5
3,559,History of the Arcane,3,11
3,559,History of the Arcane,3,8.5
3,559,History of the Arcane,3,10.5
3,559,History of the Arcane,3,11
3,559,Illusion and Enchantment,1,11.5
3,559,Illusion and Enchantment,1,15.5
3,559,Illusion and Enchantment,1,14
3,559,Necromancy and Spirit Summoning,1,10
3,559,Necromancy and Spirit Summoning,1,7
3,559,Necromancy and Spirit Summoning,1,10.5
3,559,Necromancy and Spirit Summoning,1,12.5
3,559,Necromancy and Spirit Summoning,1,9
3,559,Necromancy and Spirit Summoning,1,10.5
3,559,Necromancy and Spirit Summoning,1,6
3,559,Necromancy and Spirit Summoning,1,11
3,559,Necromancy and Spirit Summoning,1,8.5
3,559,Necromancy and Spirit Summoning,1,11
3,559,Potion Brewing and Herbology,2,15.5
3,559,Potion Brewing and Herbology,2,12.5
3,559,Potion Brewing and Herbology,2,13.5
3,559,Potion Brewing and Herbology,2,15.5
3,559,Runecrafting and Glyphwork,1,4.25
3,559,Runecrafting and Glyphwork,1,0
3,559,Runecrafting and Glyphwork,1,5
3,559,Swordsmanship and Martial Arts,1,16.5
3,559,Swordsmanship and Martial Arts,1,11
3,559,Swordsmanship and Martial Arts,1,9.5
3,559,Swordsmanship and Martial Arts,1,13.5
3,559,Swordsmanship and Martial Arts,1,9.5
3,559,Swordsmanship and Martial Arts,1,10
3,559,Swordsmanship and Martial Arts,1,17
3,559,Swordsmanship and Martial Arts,1,12.5
3,566,Ancient Magic and Mysticism,1,10
3,566,Ancient Magic and Mysticism,1,11
3,566,Ancient Magic and Mysticism,1,11.5
3,566,Ancient Magic and Mysticism,1,10
3,566,Ancient Magic and Mysticism,1,8
3,566,Ancient Magic and Mysticism,1,8.5
3,566,Ancient Magic and Mysticism,1,7.5
3,566,Ancient Magic and Mysticism,1,8
3,566,Ancient Magic and Mysticism,1,6.5
3,566,Celestial Navigation and Astronomy,2,5
3,566,Celestial Navigation and Astronomy,2,5
3,566,Celestial Navigation and Astronomy,2,9
3,566,Celestial Navigation and Astronomy,2,8
3,566,Celestial Navigation and Astronomy,2,7
3,566,Celestial Navigation and Astronomy,2,10
3,566,Celestial Navigation and Astronomy,2,7
3,566,Celestial Navigation and Astronomy,2,9
3,566,Celestial Navigation and Astronomy,2,4
3,566,Dragon Lore and Taming,2,9
3,566,Dragon Lore and Taming,2,5.5
3,566,Dragon Lore and Taming,2,5.5
3,566,Dragon Lore and Taming,2,3
3,566,Dragon Lore and Taming,2,3.5
3,566,Dragon Lore and Taming,2,7
3,566,Elemental Mastery and Control,1,14
3,566,Elemental Mastery and Control,1,12
3,566,Elemental Mastery and Control,1,13
3,566,Elemental Mastery and Control,1,12
3,566,History of the Arcane,3,5
3,566,History of the Arcane,3,12
3,566,History of the Arcane,3,13.5
3,566,History of the Arcane,3,10
3,566,History of the Arcane,3,14
3,566,History of the Arcane,3,8.5
3,566,Illusion and Enchantment,1,11
3,566,Illusion and Enchantment,1,13.5
3,566,Illusion and Enchantment,1,12.5
3,566,Necromancy and Spirit Summoning,1,10.5
3,566,Necromancy and Spirit Summoning,1,9
3,566,Necromancy and Spirit Summoning,1,7.5
3,566,Necromancy and Spirit Summoning,1,13
3,566,Necromancy and Spirit Summoning,1,10.5
3,566,Necromancy and Spirit Summoning,1,6
3,566,Necromancy and Spirit Summoning,1,6
3,566,Necromancy and Spirit Summoning,1,11
3,566,Necromancy and Spirit Summoning,1,8.5
3,566,Necromancy and Spirit Summoning,1,10.5
3,566,Potion Brewing and Herbology,2,14
3,566,Potion Brewing and Herbology,2,13.5
3,566,Potion Brewing and Herbology,2,12.5
3,566,Potion Brewing and Herbology,2,12.5
3,566,Runecrafting and Glyphwork,1,8
3,566,Runecrafting and Glyphwork,1,11
3,566,Runecrafting and Glyphwork,1,4.75
3,566,Swordsmanship and Martial Arts,1,14.5
3,566,Swordsmanship and Martial Arts,1,14.5
3,566,Swordsmanship and Martial Arts,1,15
3,566,Swordsmanship and Martial Arts,1,12
3,566,Swordsmanship and Martial Arts,1,9.5
3,566,Swordsmanship and Martial Arts,1,13.5
3,566,Swordsmanship and Martial Arts,1,15
3,566,Swordsmanship and Martial Arts,1,13
3,574,Ancient Magic and Mysticism,1,9
3,574,Ancient Magic and Mysticism,1,11
3,574,Ancient Magic and Mysticism,1,10
3,574,Ancient Magic and Mysticism,1,8.5
3,574,Ancient Magic and Mysticism,1,11.5
3,574,Ancient Magic and Mysticism,1,10.5
3,574,Ancient Magic and Mysticism,1,6
3,574,Ancient Magic and Mysticism,1,8.5
3,574,Celestial Navigation and Astronomy,2,10
3,574,Celestial Navigation and Astronomy,2,9
3,574,Celestial Navigation and Astronomy,2,12
3,574,Celestial Navigation and Astronomy,2,1
3,574,Celestial Navigation and Astronomy,2,9
3,574,Celestial Navigation and Astronomy,2,12
3,574,Celestial Navigation and Astronomy,2,14
3,574,Celestial Navigation and Astronomy,2,7
3,574,Celestial Navigation and Astronomy,2,9
3,574,Dragon Lore and Taming,2,9
3,574,Dragon Lore and Taming,2,4
3,574,Dragon Lore and Taming,2,9
3,574,Dragon Lore and Taming,2,4
3,574,Dragon Lore and Taming,2,3.5
3,574,Dragon Lore and Taming,2,9
3,574,Elemental Mastery and Control,1,14
3,574,Elemental Mastery and Control,1,13
3,574,Elemental Mastery and Control,1,15
3,574,Elemental Mastery and Control,1,14
3,574,History of the Arcane,3,6
3,574,History of the Arcane,3,10
3,574,History of the Arcane,3,7
3,574,History of the Arcane,3,9.5
3,574,History of the Arcane,3,9
3,574,History of the Arcane,3,11
3,574,Illusion and Enchantment,1,12.5
3,574,Illusion and Enchantment,1,19.5
3,574,Illusion and Enchantment,1,20
3,574,Necromancy and Spirit Summoning,1,11
3,574,Necromancy and Spirit Summoning,1,8.5
3,574,Necromancy and Spirit Summoning,1,10.5
3,574,Necromancy and Spirit Summoning,1,13
3,574,Necromancy and Spirit Summoning,1,7.5
3,574,Necromancy and Spirit Summoning,1,9.5
3,574,Necromancy and Spirit Summoning,1,10.5
3,574,Necromancy and Spirit Summoning,1,10.5
3,574,Necromancy and Spirit Summoning,1,6.5
3,574,Necromancy and Spirit Summoning,1,10
3,574,Potion Brewing and Herbology,2,12.5
3,574,Potion Brewing and Herbology,2,13.5
3,574,Potion Brewing and Herbology,2,13.5
3,574,Potion Brewing and Herbology,2,12.5
3,574,Runecrafting and Glyphwork,1,11.75
3,574,Runecrafting and Glyphwork,1,12.25
3,574,Runecrafting and Glyphwork,1,9.25
3,574,Swordsmanship and Martial Arts,1,10
3,574,Swordsmanship and Martial Arts,1,13.5
3,574,Swordsmanship and Martial Arts,1,18
3,574,Swordsmanship and Martial Arts,1,13.5
3,574,Swordsmanship and Martial Arts,1,15
3,574,Swordsmanship and Martial Arts,1,13.5
3,574,Swordsmanship and Martial Arts,1,15.5
3,574,Swordsmanship and Martial Arts,1,15
3,574,Swordsmanship and Martial Arts,1,16.5
3,582,Ancient Magic and Mysticism,1,10
3,582,Ancient Magic and Mysticism,1,8
3,582,Ancient Magic and Mysticism,1,9
3,582,Ancient Magic and Mysticism,1,8.5
3,582,Ancient Magic and Mysticism,1,8.5
3,582,Ancient Magic and Mysticism,1,7.5
3,582,Ancient Magic and Mysticism,1,7
3,582,Ancient Magic and Mysticism,1,8
3,582,Ancient Magic and Mysticism,1,8.5
3,582,Celestial Navigation and Astronomy,2,7
3,582,Celestial Navigation and Astronomy,2,13
3,582,Celestial Navigation and Astronomy,2,7
3,582,Celestial Navigation and Astronomy,2,8
3,582,Celestial Navigation and Astronomy,2,4
3,582,Celestial Navigation and Astronomy,2,6
3,582,Celestial Navigation and Astronomy,2,6
3,582,Celestial Navigation and Astronomy,2,8
3,582,Celestial Navigation and Astronomy,2,9
3,582,Dragon Lore and Taming,2,8.5
3,582,Dragon Lore and Taming,2,8
3,582,Dragon Lore and Taming,2,8
3,582,Dragon Lore and Taming,2,7.5
3,582,Dragon Lore and Taming,2,5.5
3,582,Dragon Lore and Taming,2,6
3,582,Elemental Mastery and Control,1,10
3,582,Elemental Mastery and Control,1,12
3,582,Elemental Mastery and Control,1,11
3,582,Elemental Mastery and Control,1,13
3,582,History of the Arcane,3,6
3,582,History of the Arcane,3,13.5
3,582,History of the Arcane,3,6
3,582,History of the Arcane,3,5.5
3,582,History of the Arcane,3,8.5
3,582,History of the Arcane,3,4.5
3,582,Illusion and Enchantment,1,11.5
